text,label,model
"[41, 149, 44, 40, 0, 9, 21, 1121, 1, 14, 17, 2, 229, 4672, 9, 2, 751, 1, 14, 133, 4, 193, 16, 21, 1796, 496, 1, 14, 414, 100, 1796, 2986, 1, 1701, 4, 398, 89, 4491, 1]",0,5.0
"[325, 21, 0, 1266, 1, 14, 10, 1461, 327, 564, 60, 192, 13, 1, 14, 214, 4, 32, 13, 0, 1, 56, 43, 55, 0, 18, 13, 14, 10, 46, 8, 37, 1751, 6, 1, 14, 278, 2099, 22, 14, 123, 5, 4845, 1]",1,8.0
"[2, 88, 6, 2, 358, 805, 267, 2, 745, 1051, 899, 1112, 1, 21, 1301, 1717, 65, 14, 77, 46, 8, 37, 343, 12, 267, 1, 2, 1051, 899, 182, 1866, 1, 2, 1301, 1717, 65, 14, 41, 4, 31, 2, 745, 16, 2, 267, 1, 2, 745, 1051, 2312, 7, 0, 5, 0, 1]",0,4.0
"[2, 1748, 10, 1366, 4, 91, 4, 57, 1, 258, 23, 14, 26, 4, 203, 4, 39, 172, 1, 11, 158, 4, 32, 5, 1748, 661, 1, 14, 23, 11, 26, 4, 380, 5, 3512, 1, 11, 0, 16, 5, 204, 362, 113, 11, 475, 54, 1]",0,5.0
"[158, 4, 32, 2, 0, 172, 16, 4895, 30, 146, 1, 14, 466, 322, 14, 71, 16, 21, 134, 1, 14, 272, 13, 53, 54, 9, 21, 2277, 1, 21, 2014, 26, 466, 74, 2184, 108, 65, 1, 21, 2014, 26, 2, 0, 172, 30, 146, 1]",1,8.0
"[0, 0, 17, 0, 18, 737, 1, 0, 0, 133, 4, 3092, 4, 1140, 35, 2, 229, 0, 113, 1603, 36, 2580, 0, 263, 1, 11, 26, 39, 84, 547, 6, 0, 59, 11, 10, 1298, 3, 27, 196, 1, 7, 13, 10, 975, 1741, 16, 57, 1, 19, 2, 987, 6, 1603, 5, 737, 172, 3, 0, 76, 5, 0, 2821, 76, 133, 4, 3092, 3, 753, 3, 4, 1140, 24, 2, 0, 6, 2, 229, 1, 2, 84, 69, 11, 133, 86, 5, 0, 3, 11, 208, 327, 0, 2, 0, 3, 2, 0, 3, 18, 433, 6, 5, 0, 3, 7, 11, 8, 416, 131, 2009, 3, 11, 75, 208, 12, 0, 0, 12, 0, 7, 11, 23, 3, 8, 11, 8, 83, 28, 1171, 30, 575, 277, 11, 1140, 109, 4, 66, 12, 1, 8, 0, 1193, 4, 2580, 3, 1946, 3, 7, 1634, 0, 737, 3, 5, 1274, 0, 0, 263, 3, 117, 965, 1, 59, 11, 10, 9, 3092, 3, 11, 565, 6, 10, 4788, 33, 30, 565, 6, 0, 2352, 12, 34, 32, 125, 18, 56, 1, 67, 38, 75, 0, 3, 0, 196, 1, 34, 75, 122, 30, 1741, 737, 7, 38, 75, 182, 0, 7, 75, 336, 2184, 427, 1, 13, 8, 15, 5, 127, 4027, 221, 4, 31, 1, 68, 59, 11, 623, 114, 4, 2580, 3, 11, 182, 158, 4, 565, 6, 670, 12, 971, 114, 19, 57, 9, 5, 138, 1, 7, 0, 737, 17, 5, 138, 4, 670, 12, 18, 2, 817, 7, 670, 13, 86, 89, 0, 8, 0, 531, 6, 2348, 81, 86, 5, 1982, 221, 1, 13, 8, 15, 2348, 2, 0, 4, 2, 67, 3, 27, 196, 1, 461, 0, 576, 61, 36, 0, 16, 737, 2105, 1, 36, 3631, 3637, 17, 36, 2389, 3, 7, 27, 905, 36, 493, 650, 19, 53, 179, 493, 650, 844, 16, 0, 1670, 3, 27, 196, 1, 0, 124, 171, 36, 650, 4, 2, 311, 493, 822, 7, 10, 2305, 4, 0, 0, 3, 5, 263, 0, 9, 0, 1, 0, 26, 75, 3587, 5, 4510, 19, 2, 2580, 2402, 263, 76, 0, 6, 4112, 0, 0, 76, 4, 200, 311, 365, 7, 0, 2868, 91, 2998, 7, 472, 4007, 1, 11, 313, 0, 8, 15, 0, 4, 2, 2239, 6, 36, 2027, 3, 196, 4112, 0, 0, 3004, 0, 1, 11, 8, 83, 5, 358, 0, 12, 5, 232, 2027, 3, 7, 2, 4390, 12, 40, 0, 2778, 4, 12, 3, 77, 1450, 5, 186, 138, 80, 20, 32, 5, 1882, 363, 1, 0, 2713, 52, 22, 40, 0, 118, 27, 8, 15, 123, 5, 268, 6, 971, 3, 27, 8, 15, 123, 5, 1059, 723, 6, 4390, 16, 737, 3, 16, 36, 2027, 1, 7, 27, 210, 3400, 276, 61, 2239, 1, 27, 720, 36, 219, 0, 35, 4993, 19, 2424, 4686, 1, 68, 3, 12, 0, 57, 5, 268, 6, 0, 7, 109, 42, 122, 120, 2402, 3, 7, 6, 567, 20, 101, 11, 368, 12, 305, 0, 17, 166, 1, 0, 235, 0, 19, 3123, 3, 201, 6, 36, 219, 1972, 7, 5, 0, 3, 201, 3760, 27, 123, 143, 2, 4112, 0, 0, 2, 378, 987, 602, 1, 12, 0, 3, 201, 1434, 2, 0, 974, 3, 2, 0, 3, 39, 943, 3, 97, 4383, 1508, 3, 0, 1, 1, 1, 7, 39, 1508, 16, 5, 204, 376, 19, 2, 2253, 1339, 2068, 3, 27, 196, 1, 102, 27, 8, 15, 2219, 18, 1603, 5, 0, 1, 29, 27, 41, 4, 0, 3, 178, 5, 762, 7, 91, 5, 3760, 1, 11, 271, 4, 3788, 327, 4, 304, 57, 0, 1346, 3, 27, 196, 1, 12, 8, 15, 5, 166, 0, 6, 474, 1, 695, 2, 1441, 3, 0, 1095, 0, 11, 8, 83, 75, 125, 4, 323, 361, 24, 13, 1, 11, 8, 83, 28, 3883, 54, 1, 11, 8, 83, 28, 3883, 54, 3, 2580, 94, 11, 289, 8, 37, 487, 94]",1,8.0
"[1012, 4, 122, 54, 4, 1484, 251, 6, 3405, 0, 0, 1137, 0, 251, 1690, 4, 0, 1]",1,8.0
"[435, 2, 0, 1, 27, 26, 5, 1242, 6, 0, 1, 27, 171, 81, 4, 93, 36, 258, 1, 27, 10, 4788, 24, 36, 258, 8, 15, 1741, 2386, 94, 27, 475, 81, 4, 36, 258, 1]",0,0.0
"[11, 466, 5, 70, 315, 1343, 2, 89, 88, 1, 11, 32, 465, 5, 70, 45, 16, 2, 0, 69, 1, 11, 300, 2102, 54, 383, 286, 4, 91, 45, 1, 11, 10, 127, 629, 4, 300, 1220, 9, 39, 70, 1343, 1, 2, 70, 1343, 17, 68, 2824, 1]",1,8.0
"[123, 5, 274, 52, 6, 96, 1, 14, 121, 21, 316, 7, 27, 10, 28, 293, 61, 13, 1, 27, 23, 27, 78, 28, 176, 4, 31, 5, 717, 3645, 7, 27, 78, 28, 176, 4, 357, 1]",0,1.0
"[72, 0, 4621, 7, 5, 1340, 0, 35, 2, 0, 202, 2, 232, 0, 375, 6, 0, 3, 1821, 0, 16, 82, 117, 884, 1, 1622, 10, 1777, 22, 1560, 0, 0, 2, 2243, 332, 1, 5, 0, 4646, 3476, 3, 80, 290, 56, 10, 45, 1, 75, 0, 332, 9, 1448, 1, 13, 60, 32, 4, 66, 1, 2, 0, 6, 2, 2232, 986, 10, 53, 12, 733, 113, 2, 0, 7, 2, 117, 0, 185, 3, 0, 1, 51, 0, 1621, 10, 2448, 9, 2, 0, 541, 0, 1, 2, 1325, 973, 3018, 5, 710, 6, 0, 1620, 3777, 0, 3, 2674, 33, 0, 7, 0, 1, 13, 26, 44, 0, 18, 5, 1059, 0, 6, 2875, 556, 3, 0, 2, 0, 4, 93, 2, 3556, 1413, 35, 95, 2288, 1, 22, 2, 1621, 0, 442, 86, 1622, 3, 5, 1626, 4157, 52, 12, 0, 2, 1223, 35, 2, 332, 8, 15, 1528, 1, 3956, 8, 8, 0, 8, 8, 25, 0, 8, 8, 25, 0, 8, 8, 3956, 2, 332, 243, 2, 699, 159, 1, 13, 10, 2, 375, 2803, 6, 2, 0, 1]",1,8.0
"[1502, 2430, 52, 5, 70, 0, 769, 3462, 18, 441, 1, 29, 5, 181, 2746, 3, 181, 0, 70, 0, 150, 31, 2, 45, 12, 720, 5, 0, 1584, 9, 2, 3832, 1035, 106, 1, 0, 17, 5, 0, 0, 1228, 12, 0, 1597, 0, 4, 1393, 1, 24, 0, 3, 13, 8, 15, 87, 0, 472, 3, 2206, 12, 13, 501, 4832, 19, 175, 472, 376, 6, 0, 1, 0, 499, 1550, 2, 63, 0, 62, 358, 1155, 17, 352, 70, 1, 0, 0, 85, 0, 7, 0, 32, 1067, 2, 440, 3, 24, 366, 9, 205, 3, 16, 110, 1, 74, 726, 3, 1502, 8, 15, 0, 0, 3008, 41, 0, 1063, 765, 16, 2, 4313, 7, 2971, 6, 2736, 49, 32, 2760, 239, 4, 0, 384, 18, 51, 0, 3, 4709, 7, 137, 2787, 1, 19, 0, 3, 406, 3, 1502, 1610, 4, 32, 0, 129, 1597, 0, 4, 82, 0, 3282, 1, 13, 914, 85, 34, 32, 1166, 35, 51, 4201, 3, 7, 0, 0, 2, 886, 3, 0, 0, 905, 16, 3119, 3331, 0, 1, 597, 38, 2, 2733, 4, 0, 2440, 0, 0, 3, 0, 1018, 0, 16, 445, 198, 0, 7, 942, 2319, 19, 0, 3, 4599, 2725, 0, 1, 531, 3, 0, 17, 4106, 0, 1002, 7, 2390, 6, 384, 1927, 17, 1633, 18, 2, 1274, 1510, 47, 2483, 3, 7, 53, 0, 210, 17, 4460, 499, 35, 2, 3334, 1, 1502, 7, 1063, 32, 254, 284, 7, 3, 24, 366, 68, 449, 3, 3567, 724, 4, 122, 0, 86, 2, 540, 228, 19, 0, 765, 1644, 1, 1502, 765, 3576, 4, 91, 97, 706, 1927, 4335, 4, 343, 1692, 1, 7, 1063, 3278, 3950, 2317, 41, 2981, 12, 1063, 765, 41, 0, 22, 74, 6, 5, 0, 16, 0, 1303, 108, 5, 0, 1636, 1, 63, 5, 0, 1063, 765, 272, 3, 73, 41, 44, 2, 3119, 106, 8, 15, 0, 1569, 6, 0, 0, 16, 2, 370, 710, 6, 110, 3, 71, 6, 567, 474, 12, 62, 1, 164, 1644, 3, 592, 19, 0, 3, 0, 7, 2, 85, 3, 32, 44, 3, 9, 5, 138, 3, 874, 4, 3149, 765, 1, 2315, 0, 3, 0, 0, 3, 4351, 7, 89, 1597, 384, 797, 3, 38, 898, 1, 29, 0, 990, 0, 4, 5, 677, 70, 1044, 76, 2940, 5, 1849, 3, 1113, 1522, 6, 58, 0, 0, 32, 44, 236, 4, 0, 33, 0, 54, 51, 0, 47, 0, 19, 51, 0, 1, 0, 3, 80, 20, 77, 461, 13, 18, 5, 977, 3, 3462, 47, 448, 1155, 3, 20, 8, 416, 31, 236, 4, 461, 13, 18, 79, 765, 1, 12, 8, 15, 2, 0, 244, 983, 6, 1597, 0, 3, 7, 160, 0, 38, 436, 1502, 1885, 5, 1059, 3431, 33, 135, 2, 84, 4, 1281, 13, 54, 9, 5, 138, 12, 2, 3908, 3832, 77, 558, 7, 192, 1, 33, 437, 52, 492, 24, 40, 1730, 4723, 1167, 3, 1502, 150, 1246, 54, 0, 2, 765, 3964, 1415, 3, 3832, 3119, 0, 3603, 0, 905, 16, 0, 1, 13, 8, 15, 396, 4, 2428, 12, 0, 3, 706, 655, 2436, 3, 0, 116, 7, 180, 89, 1927, 0, 1772, 8, 37, 2658, 5, 1875, 4, 51, 309, 1, 11, 2428, 12, 2, 765, 4101, 3, 184, 3, 38, 0, 4, 91, 51, 1927, 18, 2, 1510, 1, 492, 550, 9, 2, 0, 0, 1610, 4, 31, 330, 1, 385, 1431, 3, 0, 10, 3979, 22, 52, 6, 2342, 18, 4351, 7, 229, 631, 8, 15, 793, 1, 2, 1502, 343, 392, 10, 0, 2155, 3, 436, 2, 1510, 60, 31, 0, 9, 0, 517, 1, 139, 4082, 19, 2, 765, 4101, 1135, 0, 3, 0, 87, 71, 944, 1502, 4, 122, 4082, 2256, 19, 1927, 4335, 3, 9, 181, 2, 138, 0, 41, 19, 1047, 1948, 85, 0, 172, 6, 2438, 7, 5, 0, 514, 1302, 1, 1597, 765, 797, 85, 0, 32, 2512, 449, 284, 4, 2471, 51, 2801, 440, 4, 977, 0, 3, 2940, 2, 1012, 4, 4460, 4, 1393, 16, 1834, 286, 1, 102, 3, 0, 196, 13, 8, 15, 361, 19, 1502, 4, 1281, 40, 0, 1522, 18, 0, 1, 109, 0, 64, 1584, 1502, 8, 15, 1152, 19, 1063, 1095, 4, 31, 297, 1, 2, 2440, 1063, 765, 2027, 3, 19, 82, 0, 2707, 12, 0, 35, 2, 1597, 3, 41, 82, 0, 1, 29, 13, 92, 1331, 19, 1063, 1644, 3, 0, 1, 0, 17, 1720, 4, 147, 18, 95, 3030, 12, 77, 529, 82, 0, 0, 1, 68, 5, 2490, 71, 3, 16, 1344, 3, 4460, 5, 2731, 384, 35, 40, 2135, 3, 124, 461, 5, 0, 675, 35, 5, 0, 76, 53, 0, 18, 5, 765, 272, 143, 5, 1502, 1510, 1, 18, 1172, 24, 366, 3, 13, 8, 15, 2, 229, 1510, 1502, 41, 290, 606, 1, 1, 1, 3, 0, 0, 905, 16, 0, 3, 5, 168, 1, 1462, 1927, 2484, 1, 78, 1502, 75, 491, 2, 540, 228, 50, 55, 1, 29, 13, 2959, 75, 0, 54, 18, 5, 268, 6, 0, 7, 123, 2824, 1]",1,8.0
"[5, 804, 6, 107, 1, 15, 1, 4025, 0, 35, 492, 30, 146, 2256, 770, 1080, 6, 0, 2187, 0, 3, 252, 0, 0, 4980, 3, 4, 2, 0, 0, 3446, 9, 0, 1, 40, 295, 12, 1213, 264, 192, 2, 0, 764, 2197, 4, 481, 3446, 7, 89, 2832, 573, 4, 134, 10, 0, 278, 9, 999, 202, 2, 222, 8, 15, 0, 927, 375, 1, 1080, 1704, 82, 375, 16, 74, 108, 100, 110, 7, 780, 12, 1571, 9, 5, 3430, 0, 30, 146, 1, 2, 107, 1, 15, 1, 0, 304, 30, 1517, 6, 2, 829, 0, 2, 1009, 6, 645, 7, 2, 3059, 1297, 628, 2070, 515, 1852, 829, 1, 2, 783, 4, 244, 1080, 8, 15, 308, 3689, 9, 999, 1160, 2, 3964, 6, 0, 4, 175, 2969, 2832, 1, 56, 10, 87, 5, 230, 35, 2, 645, 1009, 12, 0, 0, 3, 5, 401, 2022, 0, 16, 1297, 24, 2, 104, 103, 3, 26, 1099, 9, 0, 5, 710, 6, 251, 497, 35, 0, 3, 7, 636, 21, 2983, 3, 153, 4, 2, 0, 1, 2, 0, 87, 174, 12, 0, 0, 8, 15, 1980, 984, 5, 0, 0, 1225, 4, 1178, 47, 2615, 1213, 308, 574, 1, 2, 107, 1, 15, 1, 0, 87, 1014, 515, 12, 0, 2141, 2705, 1364, 19, 3446, 9, 681, 9, 0, 3, 1080, 1, 2, 324, 822, 606, 18, 385, 12, 13, 60, 1207, 2581, 976, 35, 1225, 1, 2, 0, 0, 960, 18, 2345, 1703, 0, 63, 0, 62, 10, 3755, 33, 2, 0, 4128, 6, 1151, 7, 1415, 4, 0, 2, 1494, 6, 7, 2309, 6, 347, 2280, 9, 2, 688, 1043, 4, 0, 0, 85, 2, 45, 135, 0, 9, 999, 3, 1080, 3, 3642, 7, 3708, 1, 2, 104, 103, 41, 44, 3185, 19, 1006, 19, 2, 0, 6, 885, 223, 2, 1991, 7, 2, 107, 1, 15, 1, 0, 1213, 1268, 9, 617, 110, 1]",0,0.0
"[10, 24, 5, 633, 19, 21, 241, 377, 24, 191, 1, 34, 162, 4, 3946, 5, 3867, 35, 5, 852, 1171, 1, 214, 2, 140, 1, 10, 514, 1, 10, 1536, 4, 285, 376, 9, 1624, 1]",0,0.0
"[9, 496, 45, 88, 3, 42, 420, 5, 1577, 0, 1, 42, 43, 4852, 12, 13, 434, 31, 40, 3246, 1, 42, 570, 3681, 7, 1461, 1, 2, 840, 133, 52, 4, 2208, 1, 327, 26, 92, 4058, 2, 0, 309, 184, 0, 1]",1,8.0
"[11, 1669, 54, 4, 2, 3055, 9, 39, 84, 2436, 267, 1, 2, 1825, 43, 3573, 1300, 18, 57, 7, 11, 158, 4, 66, 159, 1, 11, 0, 155, 2, 84, 175, 0, 1, 11, 481, 2, 209, 4266, 1730, 449, 86, 2, 212, 1121, 0, 1, 11, 10, 68, 293, 12, 11, 414, 2, 267, 16, 39, 279, 1]",1,8.0
"[20, 32, 75, 823, 5, 2546, 12, 0, 0, 584, 18, 2, 607, 13, 0, 1, 2, 132, 3785, 86, 79, 2563, 4, 3946, 65, 3, 20, 670, 54, 0, 1, 11, 10, 5, 3347, 1518, 7, 14, 10, 39, 229, 258, 1, 11, 1620, 65, 35, 4993, 7, 475, 65, 5, 329, 21, 329, 10, 388, 1, 11, 916, 65, 388, 118, 11, 158, 4, 122, 65, 22, 339, 22, 622, 3, 73, 17, 194, 11, 26, 65, 0, 4, 2, 607, 11, 598, 1, 607, 10, 5, 358, 205, 6, 39, 144, 1, 11, 149, 598, 4374, 59, 11, 10, 3347, 3, 73, 10, 53, 2, 69, 3, 7, 59, 11, 1278, 111, 37, 595, 4374, 11, 10, 2587, 4, 607, 1, 11, 119, 65, 68, 14, 111, 207, 296, 2, 170, 4741, 12, 11, 60, 59, 42, 4151, 4, 607, 3, 68, 12, 42, 60, 32, 163, 9, 1056, 1, 56, 111, 15, 28, 5, 268, 20, 77, 32, 9, 1056, 19, 5, 2546, 3, 68, 30, 10, 182, 502, 4, 57, 1, 388, 10, 149, 970, 4, 57, 1, 388, 4151, 4, 57, 343, 7, 388, 60, 3974, 52, 19, 57, 59, 11, 158, 4, 1917, 86, 39, 0, 0, 1, 2964, 42, 111, 207, 0, 19, 179, 4741, 7, 179, 3359, 1]",1,8.0
"[17, 387, 21, 860, 737, 35, 4850, 1, 14, 0, 5, 0, 7, 13, 17, 597, 1, 914, 24, 2, 737, 974, 7, 4633, 13, 17, 597, 1, 14, 914, 16, 13, 53, 90, 2, 221, 1, 14, 914, 225, 7, 4633, 13, 10, 325, 1]",0,5.0
"[8, 15, 503, 26, 3232, 59, 10, 306, 1, 158, 4, 32, 5, 3578, 1108, 3, 29, 78, 46, 8, 37, 173, 184, 181, 61, 13, 1, 8, 15, 503, 23, 36, 503, 10, 5, 2939, 7, 27, 71, 148, 487, 6, 81, 1, 8, 15, 503, 171, 487, 6, 8, 15, 256, 1108, 1108, 3, 1, 8, 15, 503, 23, 71, 148, 487, 6, 254, 3232, 16, 1280, 1]",0,4.0
"[27, 725, 9, 313, 19, 5, 0, 256, 291, 117, 191, 1, 84, 313, 11, 111, 154, 26, 1, 11, 77, 111, 37, 884, 13, 1, 2, 727, 77, 111, 37, 31, 542, 3, 47, 1144, 3, 47, 137, 2525, 218, 1, 11, 75, 101, 12, 11, 32, 5, 313, 12, 17, 2572, 1, 11, 111, 154, 278, 36, 16, 5, 186, 69, 1, 2, 138, 27, 1219, 57, 52, 3, 2, 138, 27, 905, 39, 329, 1, 2, 138, 27, 1606, 59, 11, 220, 6, 36, 1, 16, 110, 3, 11, 71, 46, 8, 37, 93, 1372, 179, 599, 935, 245, 3, 130, 290, 27, 10, 1]",0,0.0
"[133, 52, 4, 879, 19, 36, 241, 1, 27, 832, 5, 4873, 7, 0, 3, 29, 59, 2, 365, 1099, 3, 27, 10, 182, 2556, 1, 2, 4873, 10, 2573, 7, 2, 0, 43, 560, 7, 0, 1]",0,1.0
"[2298, 110, 72, 2, 216, 6, 0, 0, 3, 2, 106, 41, 2499, 0, 1977, 9, 82, 1035, 3, 0, 1210, 4, 339, 7, 2341, 0, 1, 2, 0, 0, 8, 15, 2673, 17, 28, 4, 851, 2621, 9, 2, 106, 3, 29, 4, 178, 2621, 9, 937, 9, 5, 106, 12, 41, 3485, 81, 0, 1, 0, 10, 28, 668, 9, 5, 69, 6, 375, 1, 27, 10, 28, 668, 9, 5, 69, 6, 1755, 1, 27, 10, 28, 668, 9, 5, 69, 6, 2550, 7, 889, 1, 668, 9, 5, 69, 6, 1210, 7, 1977, 3, 27, 26, 131, 422, 305, 564, 1, 24, 2, 0, 608, 6, 0, 3, 27, 26, 2686, 36, 0, 1364, 7, 10, 272, 4, 148, 36, 0, 221, 22, 2, 0, 1, 29, 2, 106, 26, 1144, 9, 2, 175, 1894, 110, 161, 2, 117, 0, 26, 460, 2, 519, 1, 1035, 26, 2187, 68, 4841, 12, 137, 2, 0, 26, 44, 1327, 4, 0, 4, 2, 70, 1232, 6, 2, 106, 1, 0, 10, 55, 774, 2, 92, 138, 4, 0, 2, 3282, 19, 2, 4973, 6, 3193, 12, 71, 851, 7, 0, 971, 3, 2, 0, 10, 55, 774, 465, 1, 0, 8, 15, 0, 10, 0, 9, 5, 106, 12, 55, 774, 465, 36, 1]",0,1.0
"[63, 0, 62, 116, 1150, 7, 1100, 57, 3, 29, 1, 1, 1, 1, 1, 2, 799, 10, 151, 0, 129, 2, 620, 1, 13, 26, 44, 5, 186, 88, 7, 2, 185, 10, 5, 2567, 1, 11, 8, 207, 325, 2304, 6, 2, 69, 11, 8, 207, 798, 169, 3, 29, 11, 71, 46, 8, 37, 148, 13, 1352, 1, 11, 8, 207, 300, 325, 2304, 6, 2, 251, 11, 8, 207, 798, 169, 3, 7, 11, 26, 55, 0, 109, 181, 774, 11, 71, 421, 1, 11, 8, 207, 44, 301, 790, 4, 30, 524, 16, 251, 3, 7, 11, 10, 46, 8, 37, 237, 80, 11, 158, 4, 31, 169, 1352, 1, 11, 460, 871, 129, 2, 620, 3, 477, 5, 891, 1373, 1, 2, 185, 10, 1794, 1, 11, 71, 490, 2, 1500, 0, 33, 3, 7, 2, 67, 145, 57, 43, 1824, 1, 11, 187, 129, 24, 39, 546, 3, 7, 284, 4, 447, 194, 11, 10, 169, 1, 11, 278, 68, 653, 1]",0,6.0
"[11, 133, 662, 2431, 16, 2, 0, 0, 11, 26, 128, 1, 11, 128, 13, 9, 5, 1059, 563, 1, 13, 10, 40, 261, 2597, 12, 11, 26, 131, 297, 113, 1, 11, 798, 362, 301, 143, 2, 0, 1, 11, 300, 128, 13, 7, 2, 392, 10, 1168, 52, 94]",0,5.0
"[1031, 45, 311, 3, 1490, 3, 1954, 0, 1, 4878, 2, 799, 6, 2, 377, 3, 0, 2609, 388, 1589, 2011, 1, 80, 128, 3, 459, 0, 2291, 140, 7, 2, 1013, 6, 1459, 0, 0, 0, 1, 0, 256, 1954, 0, 1, 2, 112, 41, 44, 128, 1, 160, 446, 6, 2, 2609, 8, 15, 0, 3, 24, 3537, 8, 15, 1013, 6, 0, 2541, 3, 130, 388, 1589, 2011, 341, 24, 608, 0, 3, 323, 40, 1337, 18, 13, 3, 19, 3666, 0, 3, 97, 0, 7, 5, 2893, 6, 0, 3, 2, 674, 35, 2, 3121, 26, 2743, 1, 2, 3121, 7, 140, 4173, 4, 310, 4, 2724, 2, 1046, 12, 41, 44, 1392, 18, 775, 4101, 145, 2, 106, 22, 5, 0, 16, 388, 1589, 8, 15, 333, 372, 1, 42, 32, 636, 5, 457, 4, 3241, 12, 45, 6, 2, 473, 1205, 9, 40, 1389, 9, 2, 0, 6, 955, 728, 3, 1887, 41, 44, 2448, 3, 23, 0, 0, 3, 5, 3121, 568, 1, 42, 0, 12, 30, 1128, 1440, 0, 2338, 150, 31, 9, 1421, 1, 5, 3761, 17, 128, 18, 2, 0, 8, 15, 309, 1, 5, 954, 4356, 196, 2, 1329, 98, 41, 212, 5, 954, 0, 21, 0, 76, 73, 43, 489, 35, 2, 402, 1, 14, 41, 1951, 218, 35, 21, 4111, 7, 17, 28, 4, 31, 297, 56, 1, 2, 0, 214, 2, 3537, 140, 356, 7, 246, 52, 2, 1145, 2196, 4, 79, 200, 7, 40, 0, 6, 2, 1013, 6, 1459, 0, 3, 42, 77, 3241, 12, 30, 502, 4195, 41, 44, 128, 1, 39, 1445, 17, 16, 2, 1239, 6, 30, 502, 0, 35, 583, 49, 10, 1555, 33, 2, 0, 2273, 7, 2273, 6, 2, 4752, 0, 1, 53, 89, 2176, 0, 32, 87, 44, 410, 1, 2, 954, 17, 3468, 4, 2, 3121, 936, 315, 16, 53, 3133, 19, 2, 140, 1, 2050, 0, 24, 0, 0, 1, 53, 2234, 269, 31, 1468, 9, 2, 2613, 6, 0, 0, 1, 0, 64, 31, 246, 54, 845, 2, 0, 1, 2, 2609, 8, 15, 0, 269, 31, 2, 170, 22, 12, 6, 0, 0, 4446, 761, 1, 1418, 1, 0, 3, 153, 4, 2, 3121, 299, 440, 1, 388, 1589, 2011, 26, 2, 117, 329, 0, 1, 2, 3121, 8, 15, 0, 8, 15, 329, 707, 55, 474, 9, 738, 3, 153, 4, 2, 195, 6, 0, 1, 2, 2609, 8, 15, 316, 3, 1108, 0, 4322, 0, 3, 41, 359, 2, 645, 6, 388, 1589, 3, 436, 27, 8, 207, 66, 68, 9, 232, 889, 24, 2, 3434, 1013, 8, 15, 546, 1, 0, 1299, 168, 1, 53, 346, 3989, 1]",0,0.0
"[120, 878, 17, 3545, 0, 4, 39, 316, 1, 27, 0, 19, 57, 1, 117, 191, 27, 3700, 18, 2, 878, 527, 1, 42, 133, 4, 527, 24, 1484, 7, 13, 10, 36, 1, 13, 10, 36, 84, 69, 2157, 19, 36, 878, 1]",0,4.0
"[3204, 2, 48, 210, 28, 0, 4, 95, 647, 3, 287, 3, 16, 82, 294, 4, 1101, 0, 869, 4, 5, 224, 2770, 33, 5, 96, 48, 3, 18, 2, 1256, 6, 2, 1057, 6, 2, 112, 24, 875, 3, 90, 5, 233, 334, 1, 22, 199, 3275, 0, 3, 1559, 3, 24, 0, 3, 2, 48, 8, 15, 294, 17, 0, 2464, 18, 2, 0, 12, 13, 17, 0, 2080, 16, 2, 233, 1003, 4, 3420, 0, 732, 234, 0, 18, 96, 0, 0, 1, 93, 961, 3, 24, 0, 63, 3275, 3, 761, 1, 3, 3481, 9, 224, 62, 1]",0,7.0
"[56, 8, 15, 40, 4900, 167, 49, 756, 4, 3307, 2, 677, 106, 3, 7, 695, 79, 2812, 7, 0, 2733, 4, 374, 12, 167, 3, 23, 4900, 167, 0, 20, 5, 258, 1, 25, 1455, 3, 0, 1, 1, 1, 8, 8, 11, 235, 0, 3, 0, 0, 9, 39, 546, 1, 11, 673, 39, 245, 18, 2, 765, 9, 40, 1433, 4, 323, 276, 0, 1, 25, 11, 10, 1040, 702, 3, 0, 1, 1, 1, 20, 101, 75, 4404, 30, 52, 56, 1, 1, 1, 702, 28, 310, 41, 4, 463, 50, 8, 8, 14, 0, 57, 225, 1, 1518, 10, 166, 1, 11, 0, 7, 26, 69, 4, 3248, 5, 0, 113, 14, 2982, 1, 25, 237, 34, 66, 3, 8, 8, 14, 23, 3, 75, 22, 0, 1, 58, 71, 11, 174, 61, 0, 50, 14, 10, 12, 45, 258, 11, 243, 10, 46, 8, 37, 16, 2422, 2, 258, 61, 718, 11, 8, 207, 174, 3, 25, 14, 150, 31, 40, 0, 3, 29, 14, 8, 15, 0, 0, 1, 8, 8, 109, 186, 77, 20, 621, 5, 3474, 1337, 4, 5, 258, 8, 15, 0, 3, 406, 3, 113, 0, 469, 2, 0, 50, 967, 3, 11, 1598, 3, 54, 277, 61, 2, 69, 14, 1859, 4, 0, 2, 677, 106, 1]",1,8.0
"[26, 131, 0, 0, 1, 21, 1786, 162, 4, 148, 65, 52, 1, 27, 171, 65, 4, 5, 0, 0, 1551, 1, 300, 123, 4, 2796, 0, 1, 14, 182, 1248, 13, 7, 158, 4, 91, 74, 530, 1]",1,8.0
"[2, 98, 2096, 21, 258, 4, 1013, 1, 21, 258, 1248, 2, 0, 1, 14, 162, 4, 1209, 65, 1, 21, 258, 123, 514, 24, 1013, 1, 2, 1013, 1197, 4, 215, 2, 98, 4, 2, 140, 1]",0,5.0
